nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
half,8,67108864,NCCL,all_gather,0.4132
half,8,134217728,NCCL,all_gather,0.8024
half,8,268435456,NCCL,all_gather,1.5704
half,8,536870912,NCCL,all_gather,3.0140000000000002
half,8,1073741824,NCCL,all_gather,5.807600000000001
half,8,2147483648,NCCL,all_gather,11.291
half,8,4294967296,NCCL,all_gather,22.330000000000002
int8,8,256,NCCL,all_gather,0.03486
int8,8,512,NCCL,all_gather,0.03516
int8,8,1024,NCCL,all_gather,0.03548
int8,8,2048,NCCL,all_gather,0.03566
int8,8,4096,NCCL,all_gather,0.03594
int8,8,8192,NCCL,all_gather,0.03628
int8,8,16384,NCCL,all_gather,0.03664
int8,8,32768,NCCL,all_gather,0.038060000000000004
int8,8,65536,NCCL,all_gather,0.038579999999999996
int8,8,131072,NCCL,all_gather,0.039520000000000007
int8,8,262144,NCCL,all_gather,0.039740000000000004
int8,8,524288,NCCL,all_gather,0.040060000000000005
int8,8,1048576,NCCL,all_gather,0.041060000000000006
int8,8,2097152,NCCL,all_gather,0.04586
int8,8,4194304,NCCL,all_gather,0.060020000000000004
int8,8,8388608,NCCL,all_gather,0.09014
int8,8,16777216,NCCL,all_gather,0.09486
int8,8,33554432,NCCL,all_gather,0.14818
int8,8,67108864,NCCL,all_gather,0.2828
int8,8,134217728,NCCL,all_gather,0.4136
int8,8,268435456,NCCL,all_gather,0.8032
int8,8,536870912,NCCL,all_gather,1.5728
int8,8,1073741824,NCCL,all_gather,3.0114
int8,8,2147483648,NCCL,all_gather,5.8073999999999995
int8,8,4294967296,NCCL,all_gather,11.302
int8,8,8589934592,NCCL,all_gather,22.332
half,16,128,NCCL,all_gather,0.05582
half,16,256,NCCL,all_gather,0.056240000000000005
half,16,512,NCCL,all_gather,0.05662
half,16,1024,NCCL,all_gather,0.05772
half,16,2048,NCCL,all_gather,0.0585
half,16,4096,NCCL,all_gather,0.0588
half,16,8192,NCCL,all_gather,0.05946
half,16,16384,NCCL,all_gather,0.05998
half,16,32768,NCCL,all_gather,0.06192
half,16,65536,NCCL,all_gather,0.0626
half,16,131072,NCCL,all_gather,0.06316
half,16,262144,NCCL,all_gather,0.0635
half,16,524288,NCCL,all_gather,0.06418000000000001
half,16,1048576,NCCL,all_gather,0.06581999999999999
half,16,2097152,NCCL,all_gather,0.07592
half,16,4194304,NCCL,all_gather,0.08516
half,16,8388608,NCCL,all_gather,0.1321
half,16,16777216,NCCL,all_gather,0.19078
half,16,33554432,NCCL,all_gather,0.3142
half,16,67108864,NCCL,all_gather,0.46380000000000005
half,16,134217728,NCCL,all_gather,0.8108
half,16,268435456,NCCL,all_gather,1.596
half,16,536870912,NCCL,all_gather,3.1552
half,16,1073741824,NCCL,all_gather,6.1142
half,16,2147483648,NCCL,all_gather,12.0096
half,16,4294967296,NCCL,all_gather,23.69
int8,16,256,NCCL,all_gather,0.055060000000000005
int8,16,512,NCCL,all_gather,0.055439999999999996
int8,16,1024,NCCL,all_gather,0.05604
int8,16,2048,NCCL,all_gather,0.056920000000000005
int8,16,4096,NCCL,all_gather,0.057479999999999996
int8,16,8192,NCCL,all_gather,0.05806
int8,16,16384,NCCL,all_gather,0.058460000000000005
int8,16,32768,NCCL,all_gather,0.0594
int8,16,65536,NCCL,all_gather,0.06182
int8,16,131072,NCCL,all_gather,0.06292
int8,16,262144,NCCL,all_gather,0.0633
int8,16,524288,NCCL,all_gather,0.06362
int8,16,1048576,NCCL,all_gather,0.06416
int8,16,2097152,NCCL,all_gather,0.06598000000000001
int8,16,4194304,NCCL,all_gather,0.076
int8,16,8388608,NCCL,all_gather,0.08502
int8,16,16777216,NCCL,all_gather,0.13206
int8,16,33554432,NCCL,all_gather,0.19078
int8,16,67108864,NCCL,all_gather,0.3148
int8,16,134217728,NCCL,all_gather,0.462
int8,16,268435456,NCCL,all_gather,0.8116
int8,16,536870912,NCCL,all_gather,1.6008
int8,16,1073741824,NCCL,all_gather,3.1464000000000003
int8,16,2147483648,NCCL,all_gather,6.1450000000000005
int8,16,4294967296,NCCL,all_gather,12.0152
int8,16,8589934592,NCCL,all_gather,23.696
half,32,0,NCCL,all_gather,0.00504
half,32,256,NCCL,all_gather,0.09116
half,32,512,NCCL,all_gather,0.09136
half,32,1024,NCCL,all_gather,0.09140000000000001
half,32,2048,NCCL,all_gather,0.09129999999999999
half,32,4096,NCCL,all_gather,0.09116
half,32,8192,NCCL,all_gather,0.09122
half,32,16384,NCCL,all_gather,0.09082
half,32,32768,NCCL,all_gather,0.08964
half,32,65536,NCCL,all_gather,0.09014
half,32,131072,NCCL,all_gather,0.09032
half,32,262144,NCCL,all_gather,0.09144
half,32,524288,NCCL,all_gather,0.09158
half,32,1048576,NCCL,all_gather,0.09322
half,32,2097152,NCCL,all_gather,0.09196
half,32,4194304,NCCL,all_gather,0.10814
half,32,8388608,NCCL,all_gather,0.1389
half,32,16777216,NCCL,all_gather,0.2482
half,32,33554432,NCCL,all_gather,0.434
half,32,67108864,NCCL,all_gather,0.6566000000000001
half,32,134217728,NCCL,all_gather,1.0902
half,32,268435456,NCCL,all_gather,1.604
half,32,536870912,NCCL,all_gather,3.176
half,32,1073741824,NCCL,all_gather,6.3340000000000005
half,32,2147483648,NCCL,all_gather,12.4312
half,32,4294967296,NCCL,all_gather,24.44
int8,32,0,NCCL,all_gather,0.00584
int8,32,512,NCCL,all_gather,0.09156
int8,32,1024,NCCL,all_gather,0.09122
int8,32,2048,NCCL,all_gather,0.09152
int8,32,4096,NCCL,all_gather,0.09114
int8,32,8192,NCCL,all_gather,0.09138
int8,32,16384,NCCL,all_gather,0.09114
int8,32,32768,NCCL,all_gather,0.09068000000000001
int8,32,65536,NCCL,all_gather,0.08878
int8,32,131072,NCCL,all_gather,0.08936
int8,32,262144,NCCL,all_gather,0.09018000000000001
int8,32,524288,NCCL,all_gather,0.09164
int8,32,1048576,NCCL,all_gather,0.09158
int8,32,2097152,NCCL,all_gather,0.09326000000000001
int8,32,4194304,NCCL,all_gather,0.09208
int8,32,8388608,NCCL,all_gather,0.10788
int8,32,16777216,NCCL,all_gather,0.13886
int8,32,33554432,NCCL,all_gather,0.2486
int8,32,67108864,NCCL,all_gather,0.4342
int8,32,134217728,NCCL,all_gather,0.6586000000000001
int8,32,268435456,NCCL,all_gather,1.0932000000000002
int8,32,536870912,NCCL,all_gather,1.6054000000000002
int8,32,1073741824,NCCL,all_gather,3.2008
int8,32,2147483648,NCCL,all_gather,6.3398
int8,32,4294967296,NCCL,all_gather,12.422
int8,32,8589934592,NCCL,all_gather,24.42
half,48,0,NCCL,all_gather,0.005200000000000001
half,48,0,NCCL,all_gather,0.00514
half,48,384,NCCL,all_gather,0.13512000000000002
half,48,768,NCCL,all_gather,0.13688
half,48,1920,NCCL,all_gather,0.1413
half,48,3840,NCCL,all_gather,0.1431
half,48,8064,NCCL,all_gather,0.14438
half,48,16128,NCCL,all_gather,0.14494
half,48,32640,NCCL,all_gather,0.15174
half,48,65280,NCCL,all_gather,0.15791999999999998
half,48,130944,NCCL,all_gather,0.18252000000000002
half,48,261888,NCCL,all_gather,0.18104
half,48,524160,NCCL,all_gather,0.18108000000000002
half,48,1048320,NCCL,all_gather,0.18038
half,48,2097024,NCCL,all_gather,0.18146
half,48,4194048,NCCL,all_gather,0.18564
half,48,8388480,NCCL,all_gather,0.262
half,48,16776960,NCCL,all_gather,0.4138
half,48,33554304,NCCL,all_gather,0.39780000000000004
half,48,67108608,NCCL,all_gather,0.5914
half,48,134217600,NCCL,all_gather,0.97
half,48,268435200,NCCL,all_gather,1.7668
half,48,536870784,NCCL,all_gather,3.1824000000000003
half,48,1073741568,NCCL,all_gather,6.3664
half,48,2147483520,NCCL,all_gather,12.4284
half,48,4294967040,NCCL,all_gather,24.66
int8,48,0,NCCL,all_gather,0.00568
int8,48,0,NCCL,all_gather,0.00588
int8,48,768,NCCL,all_gather,0.13554
int8,48,1536,NCCL,all_gather,0.1372
int8,48,3840,NCCL,all_gather,0.1418
int8,48,7680,NCCL,all_gather,0.14338
int8,48,16128,NCCL,all_gather,0.14506
int8,48,32256,NCCL,all_gather,0.14558000000000001
int8,48,65280,NCCL,all_gather,0.15281999999999998
int8,48,130560,NCCL,all_gather,0.15862
int8,48,261888,NCCL,all_gather,0.1825
int8,48,523776,NCCL,all_gather,0.18114
int8,48,1048320,NCCL,all_gather,0.1811
int8,48,2096640,NCCL,all_gather,0.1801
int8,48,4194048,NCCL,all_gather,0.18156
int8,48,8388096,NCCL,all_gather,0.18576
int8,48,16776960,NCCL,all_gather,0.2622
int8,48,33553920,NCCL,all_gather,0.4144
int8,48,67108608,NCCL,all_gather,0.39780000000000004
int8,48,134217216,NCCL,all_gather,0.5924
int8,48,268435200,NCCL,all_gather,0.9656
int8,48,536870400,NCCL,all_gather,1.7624000000000002
int8,48,1073741568,NCCL,all_gather,3.176
int8,48,2147483136,NCCL,all_gather,6.3144
int8,48,4294967040,NCCL,all_gather,12.425600000000001
int8,48,8589934080,NCCL,all_gather,24.61
half,64,0,NCCL,all_gather,0.00528
half,64,0,NCCL,all_gather,0.00522
half,64,512,NCCL,all_gather,0.17676
half,64,1024,NCCL,all_gather,0.17902
half,64,2048,NCCL,all_gather,0.18196
half,64,4096,NCCL,all_gather,0.18466
half,64,8192,NCCL,all_gather,0.18825999999999998
half,64,16384,NCCL,all_gather,0.18980000000000002
half,64,32768,NCCL,all_gather,0.19130000000000003
half,64,65536,NCCL,all_gather,0.19408000000000003
half,64,131072,NCCL,all_gather,0.2028
half,64,262144,NCCL,all_gather,0.20400000000000001
half,64,524288,NCCL,all_gather,0.2054
half,64,1048576,NCCL,all_gather,0.2068
half,64,2097152,NCCL,all_gather,0.2076
half,64,4194304,NCCL,all_gather,0.21
half,64,8388608,NCCL,all_gather,0.2544
half,64,16777216,NCCL,all_gather,0.378
half,64,33554432,NCCL,all_gather,0.38580000000000003
half,64,67108864,NCCL,all_gather,0.6112000000000001
half,64,134217728,NCCL,all_gather,1.0144
half,64,268435456,NCCL,all_gather,1.7790000000000001
half,64,536870912,NCCL,all_gather,3.1838
half,64,1073741824,NCCL,all_gather,6.3246
half,64,2147483648,NCCL,all_gather,12.6454
half,64,4294967296,NCCL,all_gather,25.062
int8,64,0,NCCL,all_gather,0.0056
int8,64,0,NCCL,all_gather,0.00558
int8,64,1024,NCCL,all_gather,0.17576
int8,64,2048,NCCL,all_gather,0.17814
int8,64,4096,NCCL,all_gather,0.18114
int8,64,8192,NCCL,all_gather,0.18388
int8,64,16384,NCCL,all_gather,0.1872
int8,64,32768,NCCL,all_gather,0.18846000000000002
int8,64,65536,NCCL,all_gather,0.19041999999999998
int8,64,131072,NCCL,all_gather,0.19330000000000003
int8,64,262144,NCCL,all_gather,0.2026
int8,64,524288,NCCL,all_gather,0.2034
int8,64,1048576,NCCL,all_gather,0.2048
int8,64,2097152,NCCL,all_gather,0.2056
int8,64,4194304,NCCL,all_gather,0.2062
int8,64,8388608,NCCL,all_gather,0.2096
int8,64,16777216,NCCL,all_gather,0.2546
int8,64,33554432,NCCL,all_gather,0.37839999999999996
int8,64,67108864,NCCL,all_gather,0.38539999999999996
int8,64,134217728,NCCL,all_gather,0.6108
int8,64,268435456,NCCL,all_gather,1.0134
int8,64,536870912,NCCL,all_gather,1.7850000000000001
int8,64,1073741824,NCCL,all_gather,3.1838
int8,64,2147483648,NCCL,all_gather,6.3354
int8,64,4294967296,NCCL,all_gather,12.6648
int8,64,8589934592,NCCL,all_gather,24.900000000000002
